"filename", "language", "C#", "ShaderLab", "HTML", "CSS", "comment", "blank", "total"
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\Machine\Internal\FoodMachineComponent.cs", "C#", 20, 0, 0, 0, 0, 8, 28
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\Persistent\Core\DiskSaveLoader.cs", "C#", 57, 0, 0, 0, 0, 14, 71
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\Persistent\Core\SaveInterpreter.cs", "C#", 18, 0, 0, 0, 0, 8, 26
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\Persistent\Core\SaveLoader.cs", "C#", 13, 0, 0, 0, 0, 4, 17
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\Persistent\Core\SaveManager.cs", "C#", 62, 0, 0, 0, 0, 20, 82
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\Persistent\Core\SaveStore.cs", "C#", 23, 0, 0, 0, 0, 7, 30
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\Persistent\Mapping\AutoSaver.cs", "C#", 24, 0, 0, 0, 0, 7, 31
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\Persistent\Mapping\InventorySaveInterpreter.cs", "C#", 34, 0, 0, 0, 0, 8, 42
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\Persistent\Mapping\Lookup.cs", "C#", 16, 0, 0, 0, 0, 5, 21
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\Persistent\Mapping\MachineLoader.cs", "C#", 89, 0, 0, 0, 0, 19, 108
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\Persistent\Mapping\MachinesSaveStore.cs", "C#", 36, 0, 0, 0, 0, 8, 44
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\Persistent\Mapping\MoneySaveInterpreter.cs", "C#", 30, 0, 0, 0, 0, 7, 37
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\Persistent\Mapping\SerializableVector2Int.cs", "C#", 19, 0, 0, 0, 0, 6, 25
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Components\Container.cs", "C#", 27, 0, 0, 0, 0, 8, 35
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Components\Entity\EntityIcon.cs", "C#", 12, 0, 0, 0, 0, 4, 16
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Components\Entity\EntityInfo.cs", "C#", 26, 0, 0, 0, 0, 8, 34
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Components\Entity\EntityStatus.cs", "C#", 41, 0, 0, 0, 0, 13, 54
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Components\Entity\EntityText.cs", "C#", 18, 0, 0, 0, 0, 5, 23
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Components\Info\EntityInfoUIComponent.cs", "C#", 22, 0, 0, 0, 0, 6, 28
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Components\Interactable.cs", "C#", 25, 0, 0, 0, 0, 7, 32
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Components\ItemData\ItemDataIcon.cs", "C#", 11, 0, 0, 0, 0, 4, 15
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Components\ItemData\ItemDataImage.cs", "C#", 11, 0, 0, 0, 0, 4, 15
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Components\ItemData\ItemDataInfo.cs", "C#", 4, 0, 0, 0, 0, 3, 7
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Components\ItemData\ItemDataOwned.cs", "C#", 25, 0, 0, 0, 0, 8, 33
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Components\ItemData\ItemDataPrice.cs", "C#", 12, 0, 0, 0, 0, 4, 16
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Components\ItemData\ItemDataTier.cs", "C#", 20, 0, 0, 0, 0, 6, 26
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Components\ItemData\ItemUIUtil.cs", "C#", 32, 0, 0, 0, 0, 8, 40
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Components\Item\ItemCount.cs", "C#", 11, 0, 0, 0, 0, 4, 15
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Components\Item\ItemDataComponent.cs", "C#", 10, 0, 0, 0, 0, 4, 14
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Components\Supply\SupplyCurrent.cs", "C#", 18, 0, 0, 0, 0, 6, 24
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Components\Supply\SupplyInput.cs", "C#", 36, 0, 0, 0, 0, 12, 48
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Components\Supply\SupplyName.cs", "C#", 12, 0, 0, 0, 0, 4, 16
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Components\Supply\SupplyOwned.cs", "C#", 17, 0, 0, 0, 0, 5, 22
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Components\UIComponent.cs", "C#", 6, 0, 0, 0, 0, 3, 9
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Components\UpdatingUIComponent.cs", "C#", 21, 0, 0, 0, 0, 6, 27
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Controllers\ActionsController.cs", "C#", 33, 0, 0, 0, 0, 8, 41
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Controllers\CloseableWindowController.cs", "C#", 54, 0, 0, 0, 0, 15, 69
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Controllers\InventoryController.cs", "C#", 107, 0, 0, 0, 0, 25, 132
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Controllers\NumberInputController.cs", "C#", 74, 0, 0, 0, 0, 24, 98
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Controllers\NumberInputModifier.cs", "C#", 45, 0, 0, 0, 0, 9, 54
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Controllers\ShopController.cs", "C#", 86, 0, 0, 0, 0, 22, 108
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Controllers\TabController.cs", "C#", 94, 0, 0, 0, 0, 27, 121
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Controls\ContainerGridObjectControl.cs", "C#", 42, 0, 0, 0, 0, 8, 50
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Controls\GridObjectControl.cs", "C#", 8, 0, 0, 0, 0, 3, 11
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Controls\GridObjectControls.cs", "C#", 30, 0, 0, 0, 0, 8, 38
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Controls\ItemDataBuyControl.cs", "C#", 75, 0, 0, 0, 0, 19, 94
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Controls\ItemSellControl.cs", "C#", 74, 0, 0, 0, 0, 18, 92
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Displays\FpsDisplay.cs", "C#", 19, 0, 0, 0, 0, 5, 24
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Displays\KeybindDisplay.cs", "C#", 17, 0, 0, 0, 0, 5, 22
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Displays\KeybindsDisplay.cs", "C#", 30, 0, 0, 0, 0, 9, 39
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Displays\MoneyDeltaSpawner.cs", "C#", 43, 0, 0, 0, 0, 13, 56
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Displays\MoneyDisplay.cs", "C#", 23, 0, 0, 0, 0, 7, 30
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Displays\MoneyPerSecondDisplay.cs", "C#", 37, 0, 0, 0, 0, 9, 46
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Displays\SaveDisplay.cs", "C#", 34, 0, 0, 0, 0, 9, 43
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Menus\ExitGame.cs", "C#", 8, 0, 0, 0, 0, 3, 11
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Menus\MainMenuBackground.cs", "C#", 31, 0, 0, 0, 0, 6, 37
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Menus\MainMenuPanorama.cs", "C#", 15, 0, 0, 0, 0, 4, 19
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Menus\OptionsMenu.cs", "C#", 66, 0, 0, 0, 0, 15, 81
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Menus\PulsingGraphic.cs", "C#", 23, 0, 0, 0, 0, 6, 29
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Menus\RotatingCamera.cs", "C#", 9, 0, 0, 0, 0, 4, 13
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Menus\SaveSlotContainer.cs", "C#", 33, 0, 0, 0, 0, 10, 43
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Menus\SaveSlotController.cs", "C#", 48, 0, 0, 0, 0, 13, 61
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Misc\ContainerObjectPool.cs", "C#", 19, 0, 0, 0, 0, 6, 25
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Misc\DraggableWindow.cs", "C#", 62, 0, 0, 0, 0, 16, 78
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Misc\EnumDropdown.cs", "C#", 44, 0, 0, 0, 0, 12, 56
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Misc\KeybindDisplayPool.cs", "C#", 6, 0, 0, 0, 0, 3, 9
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Misc\SceneLoader.cs", "C#", 38, 0, 0, 0, 0, 9, 47
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Misc\SliderInputField.cs", "C#", 27, 0, 0, 0, 0, 8, 35
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Tooltip\InfoTooltip.cs", "C#", 4, 0, 0, 0, 0, 3, 7
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Tooltip\InfoTooltipTrigger.cs", "C#", 10, 0, 0, 0, 0, 4, 14
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Tooltip\Tooltip.cs", "C#", 68, 0, 0, 0, 0, 19, 87
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Tooltip\TooltipTrigger.cs", "C#", 15, 0, 0, 0, 0, 6, 21
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Tooltip\TooltipUtil.cs", "C#", 35, 0, 0, 0, 0, 9, 44
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Tweening\FadeTweenData.cs", "C#", 41, 0, 0, 0, 0, 9, 50
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Tweening\ScaleTweenData.cs", "C#", 16, 0, 0, 0, 0, 5, 21
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Tweening\TweenData.cs", "C#", 20, 0, 0, 0, 0, 6, 26
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Tweening\UITweenProfile.cs", "C#", 9, 0, 0, 0, 0, 4, 13
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Tweening\UITweenProfileEditor.cs", "C#", 22, 0, 0, 0, 0, 9, 31
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Tweening\UITweener.cs", "C#", 21, 0, 0, 0, 0, 7, 28
"Total", "-", 12991, 80, 12000, 610, 2705, 9145, 37531
