"filename", "language", "C#", "HTML", "ShaderLab", "CSS", "comment", "blank", "total"
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\Machines\Components\BoostableAnimator.cs", "C#", 20, 0, 0, 0, 0, 5, 25
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\Machines\Components\Booster.cs", "C#", 23, 0, 0, 0, 0, 7, 30
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\Machines\Components\Conveyor.cs", "C#", 45, 0, 0, 0, 0, 15, 60
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\Machines\Components\FoodDispenser.cs", "C#", 59, 0, 0, 0, 0, 15, 74
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\Machines\Components\FoodDisposer.cs", "C#", 8, 0, 0, 0, 0, 3, 11
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\Machines\Components\FoodEvent.cs", "C#", 3, 0, 0, 0, 0, 1, 4
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\Machines\Components\FoodMerger.cs", "C#", 104, 0, 0, 0, 0, 21, 125
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\Machines\Components\FoodModifier.cs", "C#", 29, 0, 0, 0, 0, 8, 37
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\Machines\Components\FoodSeller.cs", "C#", 26, 0, 0, 0, 0, 7, 33
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\Machines\Components\FoodSplitter.cs", "C#", 76, 0, 0, 0, 0, 18, 94
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\Machines\Components\FoodTrigger.cs", "C#", 17, 0, 0, 0, 0, 6, 23
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\Machines\Components\IMachineComponent.cs", "C#", 6, 0, 0, 0, 0, 3, 9
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\Machines\Components\MachineModifier.cs", "C#", 98, 0, 0, 0, 0, 26, 124
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\Machines\Components\SplitConveyor.cs", "C#", 29, 0, 0, 0, 0, 8, 37
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\Machines\Components\Supply.cs", "C#", 91, 0, 0, 0, 0, 27, 118
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\Machines\Internal\FilteredFoodEvent.cs", "C#", 65, 0, 0, 0, 0, 15, 80
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\Machines\Internal\FloatDataProperty.cs", "C#", 11, 0, 0, 0, 0, 5, 16
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\Machines\Internal\FoodMachineComponent.cs", "C#", 20, 0, 0, 0, 0, 8, 28
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\Machines\Internal\IBoostable.cs", "C#", 13, 0, 0, 0, 0, 5, 18
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\Persistent\Core\DiskSaveLoader.cs", "C#", 57, 0, 0, 0, 0, 14, 71
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\Persistent\Core\SaveInterpreter.cs", "C#", 18, 0, 0, 0, 0, 8, 26
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\Persistent\Core\SaveLoader.cs", "C#", 11, 0, 0, 0, 0, 4, 15
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\Persistent\Core\SaveManager.cs", "C#", 63, 0, 0, 0, 0, 20, 83
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\Persistent\Core\SaveStore.cs", "C#", 22, 0, 0, 0, 0, 9, 31
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\Persistent\Mapping\AutoSaver.cs", "C#", 24, 0, 0, 0, 0, 7, 31
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\Persistent\Mapping\InventorySaveInterpreter.cs", "C#", 37, 0, 0, 0, 0, 8, 45
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\Persistent\Mapping\Lookup.cs", "C#", 16, 0, 0, 0, 0, 6, 22
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\Persistent\Mapping\MachineLoader.cs", "C#", 89, 0, 0, 0, 0, 19, 108
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\Persistent\Mapping\MachinesSaveStore.cs", "C#", 33, 0, 0, 0, 0, 8, 41
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\Persistent\Mapping\MoneySaveInterpreter.cs", "C#", 33, 0, 0, 0, 0, 8, 41
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\Persistent\Mapping\SerializableVector2Int.cs", "C#", 19, 0, 0, 0, 0, 6, 25
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\Persistent\Mapping\UnlockSaveInterpreter.cs", "C#", 17, 0, 0, 0, 0, 6, 23
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Components\AutoBuyer\AutoBuyerItem.cs", "C#", 37, 0, 0, 0, 0, 10, 47
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Components\AutoBuyer\AutoBuyerOverbuyAmount.cs", "C#", 19, 0, 0, 0, 0, 6, 25
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Components\AutoRefiller\RefillerStateComponent.cs", "C#", 34, 0, 0, 0, 0, 9, 43
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Components\AutoRefiller\RefillerStateController.cs", "C#", 33, 0, 0, 0, 0, 9, 42
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Components\Container.cs", "C#", 28, 0, 0, 0, 0, 9, 37
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Components\Entity\EntityIcon.cs", "C#", 12, 0, 0, 0, 0, 4, 16
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Components\Entity\EntityInfo.cs", "C#", 26, 0, 0, 0, 0, 8, 34
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Components\Entity\EntityStatus.cs", "C#", 41, 0, 0, 0, 0, 13, 54
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Components\Entity\EntityText.cs", "C#", 17, 0, 0, 0, 0, 5, 22
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Components\Info\EntityInfoUIComponent.cs", "C#", 22, 0, 0, 0, 0, 6, 28
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Components\Interactable.cs", "C#", 25, 0, 0, 0, 0, 7, 32
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Components\ItemData\ItemDataIcon.cs", "C#", 11, 0, 0, 0, 0, 4, 15
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Components\ItemData\ItemDataImage.cs", "C#", 11, 0, 0, 0, 0, 4, 15
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Components\ItemData\ItemDataInfo.cs", "C#", 4, 0, 0, 0, 0, 3, 7
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Components\ItemData\ItemDataOwned.cs", "C#", 21, 0, 0, 0, 0, 6, 27
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Components\ItemData\ItemDataPrice.cs", "C#", 12, 0, 0, 0, 0, 4, 16
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Components\ItemData\ItemDataTier.cs", "C#", 20, 0, 0, 0, 0, 6, 26
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Components\ItemData\ItemUIUtil.cs", "C#", 33, 0, 0, 0, 0, 8, 41
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Components\Item\ItemCount.cs", "C#", 11, 0, 0, 0, 0, 4, 15
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Components\Item\ItemDataComponent.cs", "C#", 10, 0, 0, 0, 0, 4, 14
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Components\Supply\SupplyCurrent.cs", "C#", 18, 0, 0, 0, 0, 6, 24
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Components\Supply\SupplyInput.cs", "C#", 42, 0, 0, 0, 0, 15, 57
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Components\Supply\SupplyName.cs", "C#", 12, 0, 0, 0, 0, 4, 16
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Components\Supply\SupplyOwned.cs", "C#", 16, 0, 0, 0, 0, 5, 21
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Components\UIComponent.cs", "C#", 6, 0, 0, 0, 0, 3, 9
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Components\UpdatingUIComponent.cs", "C#", 21, 0, 0, 0, 0, 6, 27
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Controllers\CloseableWindowController.cs", "C#", 54, 0, 0, 0, 0, 15, 69
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Controllers\ControlPanelController.cs", "C#", 63, 0, 0, 0, 0, 14, 77
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Controllers\InventoryController.cs", "C#", 105, 0, 0, 0, 0, 26, 131
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Controllers\NumberInputController.cs", "C#", 80, 0, 0, 0, 0, 25, 105
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Controllers\NumberInputModifier.cs", "C#", 45, 0, 0, 0, 0, 9, 54
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Controllers\PopupController.cs", "C#", 67, 0, 0, 0, 0, 15, 82
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Controllers\ShopController.cs", "C#", 88, 0, 0, 0, 0, 23, 111
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Controllers\TabController.cs", "C#", 93, 0, 0, 0, 0, 27, 120
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Controls\ContainerGridObjectControl.cs", "C#", 42, 0, 0, 0, 0, 8, 50
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Controls\GridObjectControl.cs", "C#", 8, 0, 0, 0, 0, 3, 11
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Controls\GridObjectControls.cs", "C#", 30, 0, 0, 0, 0, 8, 38
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Controls\ItemDataBuyControl.cs", "C#", 77, 0, 0, 0, 0, 19, 96
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Controls\ItemSellControl.cs", "C#", 79, 0, 0, 0, 0, 18, 97
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Displays\FpsDisplay.cs", "C#", 19, 0, 0, 0, 0, 5, 24
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Displays\KeybindDisplay.cs", "C#", 17, 0, 0, 0, 0, 5, 22
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Displays\KeybindsDisplay.cs", "C#", 30, 0, 0, 0, 0, 9, 39
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Displays\MoneyDeltaSpawner.cs", "C#", 41, 0, 0, 0, 0, 13, 54
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Displays\MoneyDisplay.cs", "C#", 23, 0, 0, 0, 0, 7, 30
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Displays\MoneyPerSecondDisplay.cs", "C#", 36, 0, 0, 0, 0, 9, 45
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Displays\SaveDisplay.cs", "C#", 33, 0, 0, 0, 0, 9, 42
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Menus\ExitGame.cs", "C#", 19, 0, 0, 0, 0, 4, 23
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Menus\MainMenuBackground.cs", "C#", 53, 0, 0, 0, 0, 13, 66
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Menus\MainMenuPanorama.cs", "C#", 15, 0, 0, 0, 0, 4, 19
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Menus\OptionsMenu.cs", "C#", 67, 0, 0, 0, 0, 16, 83
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Menus\PulsingGraphic.cs", "C#", 23, 0, 0, 0, 0, 6, 29
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Menus\RotatingCamera.cs", "C#", 9, 0, 0, 0, 0, 4, 13
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Menus\SaveSlotContainer.cs", "C#", 32, 0, 0, 0, 0, 10, 42
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Menus\SaveSlotController.cs", "C#", 59, 0, 0, 0, 0, 13, 72
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Misc\ContainerObjectPool.cs", "C#", 19, 0, 0, 0, 0, 6, 25
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Misc\DraggableWindow.cs", "C#", 61, 0, 0, 0, 0, 16, 77
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Misc\EnumDropdown.cs", "C#", 45, 0, 0, 0, 0, 12, 57
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Misc\KeybindDisplayPool.cs", "C#", 6, 0, 0, 0, 0, 3, 9
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Misc\SceneLoader.cs", "C#", 36, 0, 0, 0, 0, 10, 46
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Misc\SliderInputField.cs", "C#", 27, 0, 0, 0, 0, 8, 35
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Misc\WorldCanvas.cs", "C#", 26, 0, 0, 0, 0, 9, 35
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Misc\WorldCanvasRoot.cs", "C#", 14, 0, 0, 0, 0, 6, 20
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Misc\WorldCanvasWindow.cs", "C#", 36, 0, 0, 0, 0, 12, 48
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Tooltip\InfoTooltip.cs", "C#", 4, 0, 0, 0, 0, 3, 7
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Tooltip\InfoTooltipTrigger.cs", "C#", 10, 0, 0, 0, 0, 4, 14
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Tooltip\Tooltip.cs", "C#", 67, 0, 0, 0, 0, 19, 86
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Tooltip\TooltipTrigger.cs", "C#", 15, 0, 0, 0, 0, 6, 21
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Tooltip\TooltipUtil.cs", "C#", 38, 0, 0, 0, 0, 8, 46
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Tweening\FadeTweenData.cs", "C#", 27, 0, 0, 0, 0, 6, 33
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Tweening\ScaleTweenData.cs", "C#", 16, 0, 0, 0, 0, 5, 21
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Tweening\TweenData.cs", "C#", 20, 0, 0, 0, 0, 6, 26
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Tweening\UITweenProfile.cs", "C#", 9, 0, 0, 0, 0, 4, 13
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Tweening\UITweenProfileEditor.cs", "C#", 22, 0, 0, 0, 0, 9, 31
"c:\Users\bobbo\Documents\GitHub\FoodDynasty\Assets\Dynasty\UI\Tweening\UITweener.cs", "C#", 21, 0, 0, 0, 0, 7, 28
"Total", "-", 14379, 12000, 80, 610, 2709, 9541, 39319
